home_team,away_team,home_score,away_score,both_teams_scored
Crystal Palace,Wolverhampton,2,2,True
Brentford,Aston Oroszlán,2,2,True
West Ham,Manchester Kék,1,1,True
Everton,Fulham,2,0,False
Chelsea,Tottenham,1,1,True
Brighton,Newcastle,0,1,False
Nottingham,London Ágyúk,0,4,False
Vörös Ördögök,Liverpool,1,0,False
Liverpool,Everton,1,0,False
Wolverhampton,West Ham,4,1,True
Tottenham,Brentford,1,3,True
London Ágyúk,Newcastle,1,2,True
Nottingham,Crystal Palace,2,1,True
Manchester Kék,Vörös Ördögök,4,2,True
Aston Oroszlán,Brighton,2,0,False
Fulham,Chelsea,4,2,True
Brighton,Tottenham,0,1,False
Vörös Ördögök,Wolverhampton,3,2,True
Chelsea,Liverpool,1,1,True
Crystal Palace,London Ágyúk,1,3,True
Newcastle,Aston Oroszlán,1,0,False
Everton,Manchester Kék,1,0,False
West Ham,Nottingham,2,2,True
Brentford,Fulham,1,2,True
Tottenham,Newcastle,1,0,False
Crystal Palace,West Ham,0,0,False
Nottingham,Vörös Ördögök,0,2,False
Liverpool,Brentford,2,2,True
Fulham,Brighton,1,1,True
Manchester Kék,Chelsea,1,1,True
London Ágyúk,Aston Oroszlán,1,1,True
Wolverhampton,Everton,1,1,True
Brighton,Liverpool,0,5,False
Brentford,Manchester Kék,1,2,True
Newcastle,Fulham,4,1,True
West Ham,London Ágyúk,3,0,False
Everton,Nottingham,2,2,True
Vörös Ördögök,Crystal Palace,0,0,False
Aston Oroszlán,Tottenham,0,2,False
Chelsea,Wolverhampton,2,0,False
Fulham,Aston Oroszlán,2,0,False
Liverpool,Newcastle,2,0,False
West Ham,Vörös Ördögök,1,1,True
Nottingham,Chelsea,1,2,True
Wolverhampton,Brentford,2,1,True
London Ágyúk,Tottenham,3,1,True
Crystal Palace,Everton,1,1,True
Manchester Kék,Brighton,0,0,False
Chelsea,Crystal Palace,3,1,True
Brighton,Wolverhampton,2,2,True
Everton,West Ham,6,0,False
Vörös Ördögök,London Ágyúk,2,0,False
Tottenham,Fulham,0,1,False
Brentford,Nottingham,2,2,True
Aston Oroszlán,Liverpool,1,1,True
Newcastle,Manchester Kék,2,4,True
London Ágyúk,Fulham,1,0,False
Wolverhampton,Newcastle,2,1,True
Manchester Kék,Aston Oroszlán,3,0,False
Vörös Ördögök,Everton,1,1,True
West Ham,Chelsea,0,1,False
Nottingham,Brighton,2,1,True
Liverpool,Tottenham,1,0,False
Crystal Palace,Brentford,1,0,False
Everton,London Ágyúk,1,2,True
Brentford,West Ham,2,2,True
Tottenham,Manchester Kék,0,1,False
Fulham,Liverpool,0,0,False
Brighton,Crystal Palace,2,0,False
Chelsea,Vörös Ördögök,2,1,True
Newcastle,Nottingham,1,1,True
Aston Oroszlán,Wolverhampton,1,1,True
Manchester Kék,Fulham,4,1,True
Vörös Ördögök,Brentford,0,0,False
London Ágyúk,Liverpool,2,0,False
Wolverhampton,Tottenham,0,2,False
Crystal Palace,Newcastle,1,0,False
Everton,Chelsea,1,0,False
Nottingham,Aston Oroszlán,0,1,False
West Ham,Brighton,2,2,True
Brentford,Everton,0,2,False
Brighton,Vörös Ördögök,0,5,False
Chelsea,London Ágyúk,4,1,True
Newcastle,West Ham,2,1,True
Fulham,Wolverhampton,2,1,True
Aston Oroszlán,Crystal Palace,1,1,True
Liverpool,Manchester Kék,0,1,False
Tottenham,Nottingham,1,2,True
Crystal Palace,Tottenham,0,1,False
Wolverhampton,Liverpool,1,2,True
Nottingham,Fulham,0,3,False
Chelsea,Brentford,0,0,False
West Ham,Aston Oroszlán,2,2,True
London Ágyúk,Manchester Kék,2,2,True
Everton,Brighton,5,0,False
Vörös Ördögök,Newcastle,1,2,True
Tottenham,West Ham,0,1,False
Brentford,London Ágyúk,1,0,False
Brighton,Chelsea,2,4,True
Manchester Kék,Wolverhampton,3,1,True
Newcastle,Everton,0,0,False
Liverpool,Nottingham,0,1,False
Aston Oroszlán,Vörös Ördögök,0,1,False
Fulham,Crystal Palace,1,0,False
Chelsea,Newcastle,3,1,True
London Ágyúk,Wolverhampton,1,1,True
Vörös Ördögök,Tottenham,3,1,True
Crystal Palace,Liverpool,0,0,False
Brentford,Brighton,1,0,False
Nottingham,Manchester Kék,1,2,True
West Ham,Fulham,1,0,False
Everton,Aston Oroszlán,3,2,True
Manchester Kék,Crystal Palace,0,0,False
Tottenham,Everton,1,2,True
Fulham,Vörös Ördögök,0,4,False
Aston Oroszlán,Chelsea,1,2,True
Wolverhampton,Nottingham,0,2,False
Brighton,London Ágyúk,2,0,False
Newcastle,Brentford,1,1,True
Liverpool,West Ham,3,0,False
Brentford,Everton,2,3,True
Vörös Ördögök,Tottenham,1,1,True
West Ham,Aston Oroszlán,2,2,True
London Ágyúk,Fulham,0,0,False
Brighton,Crystal Palace,1,0,False
Chelsea,Nottingham,2,0,False
Liverpool,Wolverhampton,1,1,True
Newcastle,Manchester Kék,1,2,True
Fulham,Newcastle,4,1,True
Aston Oroszlán,Brentford,1,1,True
Tottenham,Brighton,1,0,False
Chelsea,Liverpool,1,2,True
Everton,Wolverhampton,3,2,True
Manchester Kék,West Ham,3,2,True
Nottingham,Vörös Ördögök,2,1,True
Crystal Palace,London Ágyúk,2,2,True
Brighton,Nottingham,2,0,False
Brentford,Manchester Kék,2,1,True
Newcastle,Crystal Palace,1,0,False
Liverpool,Everton,1,1,True
Vörös Ördögök,Chelsea,1,2,True
West Ham,Fulham,1,0,False
Wolverhampton,Aston Oroszlán,2,1,True
London Ágyúk,Tottenham,2,1,True
Chelsea,Brighton,1,1,True
Aston Oroszlán,Everton,1,3,True
Manchester Kék,Wolverhampton,4,1,True
Tottenham,Newcastle,2,1,True
Nottingham,London Ágyúk,2,0,False
Crystal Palace,West Ham,1,1,True
Vörös Ördögök,Liverpool,1,2,True
Fulham,Brentford,1,1,True
Newcastle,Nottingham,0,1,False
West Ham,Tottenham,1,3,True
London Ágyúk,Chelsea,2,0,False
Liverpool,Aston Oroszlán,4,0,False
Wolverhampton,Fulham,3,1,True
Everton,Manchester Kék,2,2,True
Brighton,Vörös Ördögök,2,1,True
Brentford,Crystal Palace,2,1,True
Vörös Ördögök,London Ágyúk,1,1,True
Chelsea,Newcastle,1,1,True
Manchester Kék,Aston Oroszlán,4,1,True
Crystal Palace,Wolverhampton,1,2,True
Tottenham,Brentford,2,1,True
Brighton,Liverpool,0,3,False
Fulham,Everton,0,2,False
Nottingham,West Ham,0,0,False
Everton,Crystal Palace,0,0,False
Brentford,Nottingham,1,0,False
Aston Oroszlán,Fulham,0,2,False
Liverpool,Manchester Kék,5,1,True
London Ágyúk,Brighton,4,0,False
Wolverhampton,Tottenham,1,2,True
Newcastle,Vörös Ördögök,1,1,True
West Ham,Chelsea,2,2,True
London Ágyúk,Liverpool,1,1,True
Chelsea,Brentford,1,0,False
Vörös Ördögök,West Ham,2,1,True
Fulham,Manchester Kék,1,1,True
Crystal Palace,Aston Oroszlán,1,0,False
Nottingham,Wolverhampton,0,2,False
Brighton,Newcastle,0,2,False
Tottenham,Everton,1,1,True
Liverpool,Fulham,1,0,False
Aston Oroszlán,Tottenham,2,0,False
West Ham,Brighton,0,2,False
Newcastle,London Ágyúk,3,2,True
Everton,Nottingham,1,1,True
Manchester Kék,Crystal Palace,3,0,False
Wolverhampton,Chelsea,0,3,False
Brentford,Vörös Ördögök,1,1,True
London Ágyúk,West Ham,2,1,True
Tottenham,Manchester Kék,3,4,True
Newcastle,Liverpool,2,1,True
Brighton,Brentford,0,0,False
Chelsea,Everton,0,1,False
Crystal Palace,Fulham,0,1,False
Vörös Ördögök,Wolverhampton,1,1,True
Nottingham,Aston Oroszlán,2,0,False
Fulham,Tottenham,0,1,False
Manchester Kék,Nottingham,2,0,False
Liverpool,Crystal Palace,3,0,False
Aston Oroszlán,Chelsea,0,1,False
Brentford,London Ágyúk,2,1,True
Everton,Vörös Ördögök,1,4,True
West Ham,Newcastle,1,0,False
Wolverhampton,Brighton,1,0,False
Brighton,Everton,2,4,True
Newcastle,Brentford,2,1,True
London Ágyúk,Wolverhampton,4,1,True
Tottenham,Crystal Palace,0,0,False
Vörös Ördögök,Aston Oroszlán,3,2,True
West Ham,Liverpool,0,0,False
Nottingham,Fulham,1,0,False
Chelsea,Manchester Kék,3,1,True
Aston Oroszlán,Brighton,1,1,True
Liverpool,Tottenham,2,0,False
Crystal Palace,Nottingham,2,2,True
Brentford,West Ham,3,0,False
Fulham,Chelsea,0,3,False
Wolverhampton,Newcastle,4,1,True
Manchester Kék,Vörös Ördögök,1,3,True
Everton,London Ágyúk,0,1,False
Chelsea,Crystal Palace,2,2,True
Brentford,Liverpool,2,2,True
Brighton,Manchester Kék,0,3,False
Newcastle,Everton,2,1,True
Nottingham,Tottenham,1,3,True
West Ham,Wolverhampton,1,2,True
London Ágyúk,Aston Oroszlán,0,1,False
Vörös Ördögök,Fulham,1,0,False
Everton,West Ham,0,0,False
Fulham,Brighton,1,1,True
Manchester Kék,London Ágyúk,6,1,True
Crystal Palace,Vörös Ördögök,0,1,False
Wolverhampton,Brentford,2,2,True
Liverpool,Nottingham,4,2,True
Tottenham,Chelsea,1,2,True
Aston Oroszlán,Newcastle,3,1,True
Everton,Brentford,0,2,False
Tottenham,Vörös Ördögök,2,2,True
Aston Oroszlán,West Ham,0,3,False
Fulham,London Ágyúk,2,4,True
Crystal Palace,Brighton,2,0,False
Nottingham,Chelsea,1,0,False
Wolverhampton,Liverpool,2,3,True
Manchester Kék,Newcastle,4,2,True
Newcastle,Fulham,1,0,False
Brentford,Aston Oroszlán,0,0,False
Brighton,Tottenham,0,2,False
Liverpool,Chelsea,0,2,False
Wolverhampton,Everton,0,1,False
West Ham,Manchester Kék,0,2,False
Vörös Ördögök,Nottingham,2,1,True
London Ágyúk,Crystal Palace,3,0,False
Nottingham,Brighton,2,1,True
Manchester Kék,Brentford,1,1,True
Crystal Palace,Newcastle,1,1,True
Everton,Liverpool,1,0,False
Chelsea,Vörös Ördögök,2,0,False
Fulham,West Ham,2,0,False
Aston Oroszlán,Wolverhampton,0,1,False
Tottenham,London Ágyúk,1,1,True
Brighton,Chelsea,0,2,False
Everton,Aston Oroszlán,2,2,True
Wolverhampton,Manchester Kék,4,2,True
Newcastle,Tottenham,1,1,True
London Ágyúk,Nottingham,2,0,False
West Ham,Crystal Palace,1,0,False
Liverpool,Vörös Ördögök,1,1,True
Brentford,Fulham,0,0,False
Nottingham,Newcastle,2,4,True
Tottenham,West Ham,2,2,True
Chelsea,London Ágyúk,0,0,False
Aston Oroszlán,Liverpool,0,1,False
Fulham,Wolverhampton,4,1,True
Manchester Kék,Everton,2,0,False
Vörös Ördögök,Brighton,1,1,True
Crystal Palace,Brentford,1,0,False
London Ágyúk,Vörös Ördögök,2,0,False
Newcastle,Chelsea,0,2,False
Aston Oroszlán,Manchester Kék,1,4,True
Wolverhampton,Crystal Palace,1,0,False
Brentford,Tottenham,1,1,True
Liverpool,Brighton,2,0,False
Everton,Fulham,2,2,True
West Ham,Nottingham,2,1,True
Crystal Palace,Everton,1,2,True
Nottingham,Brentford,2,0,False
Fulham,Aston Oroszlán,0,2,False
Manchester Kék,Liverpool,1,0,False
Brighton,London Ágyúk,1,3,True
Tottenham,Wolverhampton,4,0,False
Vörös Ördögök,Newcastle,0,0,False
Chelsea,West Ham,5,0,False
Liverpool,London Ágyúk,2,2,True
Brentford,Chelsea,2,2,True
West Ham,Vörös Ördögök,0,1,False
Manchester Kék,Fulham,2,2,True
Aston Oroszlán,Crystal Palace,0,2,False
Wolverhampton,Nottingham,3,1,True
Newcastle,Brighton,3,0,False
Everton,Tottenham,3,1,True
Fulham,Liverpool,0,3,False
Tottenham,Aston Oroszlán,2,1,True
Brighton,West Ham,1,2,True
London Ágyúk,Newcastle,2,2,True
Nottingham,Everton,0,1,False
Crystal Palace,Manchester Kék,1,0,False
Chelsea,Wolverhampton,1,1,True
Vörös Ördögök,Brentford,3,2,True
West Ham,London Ágyúk,0,3,False
Manchester Kék,Tottenham,1,2,True
Liverpool,Newcastle,1,0,False
Brentford,Brighton,0,1,False
Everton,Chelsea,0,0,False
Fulham,Crystal Palace,1,0,False
Wolverhampton,Vörös Ördögök,0,0,False
Aston Oroszlán,Nottingham,0,0,False
Tottenham,Fulham,3,1,True
Nottingham,Manchester Kék,2,3,True
Crystal Palace,Liverpool,1,2,True
Chelsea,Aston Oroszlán,0,1,False
London Ágyúk,Brentford,1,3,True
Vörös Ördögök,Everton,2,0,False
Newcastle,West Ham,3,2,True
Brighton,Wolverhampton,1,1,True
Everton,Brighton,0,1,False
Brentford,Newcastle,2,1,True
Wolverhampton,London Ágyúk,1,0,False
Crystal Palace,Tottenham,1,2,True
Aston Oroszlán,Vörös Ördögök,0,4,False
Liverpool,West Ham,1,1,True
Fulham,Nottingham,2,0,False
Manchester Kék,Chelsea,3,1,True
Brighton,Aston Oroszlán,1,1,True
Tottenham,Liverpool,2,3,True
Nottingham,Crystal Palace,0,1,False
West Ham,Brentford,2,2,True
Chelsea,Fulham,3,3,True
Newcastle,Wolverhampton,1,1,True
Vörös Ördögök,Manchester Kék,3,1,True
London Ágyúk,Everton,2,0,False
Crystal Palace,Chelsea,1,1,True
Liverpool,Brentford,3,1,True
Manchester Kék,Brighton,3,1,True
Everton,Newcastle,2,0,False
Tottenham,Nottingham,1,0,False
Wolverhampton,West Ham,1,1,True
Aston Oroszlán,London Ágyúk,0,1,False
Fulham,Vörös Ördögök,1,3,True
West Ham,Everton,1,2,True
Brighton,Fulham,2,0,False
London Ágyúk,Manchester Kék,2,0,False
Vörös Ördögök,Crystal Palace,1,0,False
Brentford,Wolverhampton,0,0,False
Nottingham,Liverpool,1,1,True
Chelsea,Tottenham,2,2,True
Newcastle,Aston Oroszlán,1,1,True
Wolverhampton,Brentford,2,0,False
Vörös Ördögök,Crystal Palace,1,0,False
Newcastle,Liverpool,0,2,False
Crystal Palace,Nottingham,1,0,False
Tottenham,Wolverhampton,0,0,False
Brentford,Fulham,0,0,False
Manchester Kék,Vörös Ördögök,1,2,True
Brighton,Chelsea,0,0,False
London Ágyúk,West Ham,1,0,False
Everton,Aston Oroszlán,1,0,False
Everton,Nottingham,1,0,False
Vörös Ördögök,Brighton,3,1,True
Fulham,West Ham,0,0,False
Liverpool,Crystal Palace,5,0,False
Chelsea,Brentford,3,1,True
Newcastle,Tottenham,1,1,True
Aston Oroszlán,Manchester Kék,0,2,False
Wolverhampton,London Ágyúk,2,3,True
Crystal Palace,Aston Oroszlán,2,0,False
Tottenham,Chelsea,2,2,True
West Ham,Vörös Ördögök,0,3,False
Nottingham,Wolverhampton,2,1,True
Manchester Kék,Newcastle,4,1,True
Brentford,Everton,0,0,False
London Ágyúk,Fulham,0,0,False
Brighton,Liverpool,2,2,True
Vörös Ördögök,London Ágyúk,2,0,False
Manchester Kék,Tottenham,2,2,True
Newcastle,Crystal Palace,2,1,True
Everton,Chelsea,3,2,True
Aston Oroszlán,Brighton,1,1,True
Wolverhampton,Brentford,4,0,False
Liverpool,West Ham,4,1,True
Fulham,Nottingham,0,0,False
Nottingham,Vörös Ördögök,0,2,False
Chelsea,Wolverhampton,1,0,False
Brentford,Fulham,2,0,False
Crystal Palace,Manchester Kék,1,3,True
London Ágyúk,Liverpool,1,1,True
Tottenham,Everton,2,0,False
Brighton,Newcastle,2,2,True
West Ham,Aston Oroszlán,0,0,False
Manchester Kék,Brighton,2,2,True
Newcastle,West Ham,1,0,False
Crystal Palace,Tottenham,1,1,True
Aston Oroszlán,London Ágyúk,1,0,False
Fulham,Chelsea,1,0,False
Liverpool,Nottingham,5,0,False
Wolverhampton,Everton,2,0,False
Vörös Ördögök,Brentford,1,0,False
Everton,Fulham,1,0,False
West Ham,Manchester Kék,1,2,True
Tottenham,Wolverhampton,1,1,True
Chelsea,Vörös Ördögök,4,0,False
Nottingham,Aston Oroszlán,0,2,False
Brighton,Crystal Palace,0,1,False
Brentford,Liverpool,0,1,False
London Ágyúk,Newcastle,0,1,False
Brighton,Tottenham,2,2,True
Manchester Kék,London Ágyúk,3,0,False
Vörös Ördögök,Everton,3,1,True
Fulham,Wolverhampton,3,2,True
Newcastle,Nottingham,3,0,False
Crystal Palace,West Ham,1,0,False
Aston Oroszlán,Brentford,0,1,False
Liverpool,Chelsea,4,0,False
Tottenham,Fulham,4,2,True
Chelsea,Aston Oroszlán,0,0,False
Everton,Liverpool,0,0,False
West Ham,Brighton,1,1,True
London Ágyúk,Crystal Palace,1,1,True
Brentford,Newcastle,2,3,True
Wolverhampton,Vörös Ördögök,2,3,True
Nottingham,Manchester Kék,0,3,False
Crystal Palace,Nottingham,2,1,True
Newcastle,Chelsea,1,2,True
Brighton,London Ágyúk,2,1,True
West Ham,Tottenham,1,1,True
Vörös Ördögök,Fulham,2,0,False
Manchester Kék,Brentford,1,2,True
Liverpool,Wolverhampton,1,0,False
Aston Oroszlán,Everton,0,1,False
Fulham,Liverpool,2,1,True
Wolverhampton,Aston Oroszlán,0,0,False
London Ágyúk,West Ham,1,0,False
Brentford,Crystal Palace,1,0,False
Chelsea,Manchester Kék,0,5,False
Tottenham,Vörös Ördögök,1,1,True
Nottingham,Brighton,0,1,False
Everton,Newcastle,1,1,True
Newcastle,Wolverhampton,1,2,True
Manchester Kék,Everton,2,0,False
Aston Oroszlán,Fulham,1,4,True
London Ágyúk,Tottenham,5,0,False
Brighton,Brentford,0,0,False
West Ham,Nottingham,2,0,False
Liverpool,Vörös Ördögök,2,2,True
Crystal Palace,Chelsea,0,1,False
Vörös Ördögök,Aston Oroszlán,3,0,False
Nottingham,London Ágyúk,0,0,False
Brentford,West Ham,0,3,False
Wolverhampton,Manchester Kék,2,3,True
Fulham,Newcastle,2,1,True
Everton,Crystal Palace,1,0,False
Tottenham,Liverpool,1,0,False
Chelsea,Brighton,4,1,True
Newcastle,Vörös Ördögök,1,2,True
West Ham,Chelsea,1,1,True
Crystal Palace,Wolverhampton,2,1,True
Nottingham,Tottenham,0,3,False
Aston Oroszlán,Liverpool,0,2,False
Brighton,Everton,1,1,True
London Ágyúk,Brentford,1,0,False
Manchester Kék,Fulham,0,1,False
Wolverhampton,Brighton,2,3,True
Chelsea,London Ágyúk,1,1,True
Vörös Ördögök,Manchester Kék,2,0,False
Tottenham,Aston Oroszlán,5,1,True
Brentford,Nottingham,3,2,True
Everton,West Ham,3,0,False
Liverpool,Newcastle,2,1,True
Fulham,Crystal Palace,1,0,False
Nottingham,Chelsea,0,3,False
Manchester Kék,Liverpool,2,4,True
London Ágyúk,Everton,1,1,True
Brighton,Fulham,0,2,False
Crystal Palace,Vörös Ördögök,0,1,False
Newcastle,Aston Oroszlán,2,0,False
Brentford,Tottenham,0,1,False
West Ham,Wolverhampton,2,0,False
Nottingham,Everton,1,4,True
Brighton,Vörös Ördögök,1,1,True
West Ham,Fulham,2,0,False
Crystal Palace,Liverpool,0,2,False
Brentford,Chelsea,0,4,False
Tottenham,Newcastle,2,1,True
Manchester Kék,Aston Oroszlán,0,0,False
London Ágyúk,Wolverhampton,4,2,True
Aston Oroszlán,Crystal Palace,0,2,False
Chelsea,Tottenham,1,1,True
Vörös Ördögök,West Ham,2,1,True
Wolverhampton,Nottingham,1,1,True
Newcastle,Manchester Kék,1,3,True
Everton,Brentford,1,2,True
Fulham,London Ágyúk,0,0,False
Liverpool,Brighton,1,1,True
London Ágyúk,Vörös Ördögök,4,1,True
Tottenham,Manchester Kék,2,3,True
Crystal Palace,Newcastle,0,3,False
Chelsea,Everton,2,0,False
Brighton,Aston Oroszlán,1,1,True
Brentford,Wolverhampton,3,1,True
West Ham,Liverpool,0,3,False
Nottingham,Fulham,2,2,True
Vörös Ördögök,Nottingham,1,2,True
Wolverhampton,Chelsea,1,0,False
Fulham,Brentford,2,0,False
Manchester Kék,Crystal Palace,1,1,True
Liverpool,London Ágyúk,3,1,True
Everton,Tottenham,2,0,False
Newcastle,Brighton,0,0,False
Aston Oroszlán,West Ham,0,1,False
Brighton,Manchester Kék,0,5,False
West Ham,Newcastle,1,3,True
Tottenham,Crystal Palace,4,0,False
London Ágyúk,Aston Oroszlán,2,1,True
Chelsea,Fulham,1,0,False
Nottingham,Liverpool,2,4,True
Everton,Wolverhampton,2,0,False
Brentford,Vörös Ördögök,1,1,True
Fulham,Everton,0,3,False
Manchester Kék,West Ham,0,2,False
Wolverhampton,Tottenham,1,2,True
Vörös Ördögök,Chelsea,0,1,False
Aston Oroszlán,Nottingham,1,0,False
Crystal Palace,Brighton,0,2,False
Liverpool,Brentford,1,0,False
Newcastle,London Ágyúk,2,2,True
Tottenham,Brighton,3,0,False
London Ágyúk,Manchester Kék,2,4,True
Everton,Vörös Ördögök,1,1,True
Wolverhampton,Fulham,1,1,True
Nottingham,Newcastle,1,0,False
West Ham,Crystal Palace,0,0,False
Brentford,Aston Oroszlán,0,2,False
Chelsea,Liverpool,1,1,True
Fulham,Tottenham,2,1,True
Aston Oroszlán,Chelsea,0,1,False
Liverpool,Everton,0,0,False
Brighton,West Ham,1,2,True
Crystal Palace,London Ágyúk,0,1,False
Newcastle,Brentford,1,0,False
Vörös Ördögök,Wolverhampton,3,3,True
Manchester Kék,Nottingham,4,1,True
Nottingham,Crystal Palace,1,2,True
Chelsea,Newcastle,4,1,True
London Ágyúk,Brighton,3,0,False
Tottenham,West Ham,4,1,True
Fulham,Vörös Ördögök,1,3,True
Brentford,Manchester Kék,0,1,False
Wolverhampton,Liverpool,1,2,True
Everton,Aston Oroszlán,2,0,False
Liverpool,Fulham,1,0,False
Aston Oroszlán,Wolverhampton,1,1,True
West Ham,London Ágyúk,0,2,False
Crystal Palace,Brentford,0,3,False
Manchester Kék,Chelsea,0,2,False
Vörös Ördögök,Tottenham,2,2,True
Brighton,Nottingham,2,1,True
Newcastle,Everton,0,1,False
Wolverhampton,Newcastle,3,1,True
Everton,Manchester Kék,2,2,True
Fulham,Aston Oroszlán,0,0,False
Tottenham,London Ágyúk,1,0,False
Brentford,Brighton,0,0,False
Nottingham,West Ham,2,3,True
Vörös Ördögök,Liverpool,0,1,False
Chelsea,Crystal Palace,3,1,True
Aston Oroszlán,Vörös Ördögök,0,3,False
London Ágyúk,Nottingham,1,0,False
West Ham,Brentford,4,1,True
Manchester Kék,Wolverhampton,0,0,False
Newcastle,Fulham,0,1,False
Crystal Palace,Everton,1,2,True
Liverpool,Tottenham,2,1,True
Brighton,Chelsea,2,1,True
Vörös Ördögök,Newcastle,1,2,True
Chelsea,West Ham,3,0,False
Wolverhampton,Crystal Palace,1,0,False
Tottenham,Nottingham,3,0,False
Liverpool,Aston Oroszlán,3,2,True
Everton,Brighton,2,0,False
Brentford,London Ágyúk,0,0,False
Fulham,Manchester Kék,1,1,True
Brighton,Wolverhampton,1,1,True
London Ágyúk,Chelsea,1,0,False
Manchester Kék,Vörös Ördögök,3,1,True
Aston Oroszlán,Tottenham,0,1,False
Nottingham,Brentford,0,0,False
West Ham,Everton,2,2,True
Newcastle,Liverpool,0,3,False
Crystal Palace,Fulham,1,0,False
Chelsea,Nottingham,3,1,True
Liverpool,Manchester Kék,1,0,False
Everton,London Ágyúk,2,0,False
Fulham,Brighton,2,1,True
Vörös Ördögök,Crystal Palace,2,1,True
Aston Oroszlán,Newcastle,1,1,True
Tottenham,Brentford,2,2,True
Wolverhampton,West Ham,1,1,True
Liverpool,Aston Oroszlán,4,0,False
Brentford,Vörös Ördögök,0,1,False
Newcastle,Brighton,1,2,True
Fulham,Nottingham,1,1,True
Wolverhampton,Everton,1,0,False
London Ágyúk,Chelsea,1,0,False
Manchester Kék,Tottenham,0,2,False
Crystal Palace,West Ham,2,0,False
Nottingham,Manchester Kék,0,2,False
Chelsea,Wolverhampton,2,2,True
Brighton,Brentford,0,1,False
Aston Oroszlán,Crystal Palace,0,1,False
Tottenham,London Ágyúk,2,1,True
Everton,Liverpool,0,1,False
West Ham,Newcastle,0,2,False
Vörös Ördögök,Fulham,2,1,True
Brentford,West Ham,3,0,False
Tottenham,Chelsea,2,1,True
London Ágyúk,Nottingham,2,1,True
Liverpool,Wolverhampton,2,1,True
Manchester Kék,Vörös Ördögök,1,4,True
Crystal Palace,Everton,1,0,False
Fulham,Brighton,2,0,False
Newcastle,Aston Oroszlán,1,1,True
Aston Oroszlán,Brentford,2,2,True
Wolverhampton,Crystal Palace,4,1,True
Everton,Newcastle,1,2,True
Nottingham,Tottenham,0,3,False
West Ham,Fulham,0,3,False
Chelsea,Liverpool,2,3,True
Vörös Ördögök,London Ágyúk,3,3,True
Brighton,Manchester Kék,1,2,True
Tottenham,Vörös Ördögök,2,1,True
